ts,pid,index,am,am_source,elapsed_source,phase,intra_pct,intra_source,pct,elapsed_s,eta_s,weight_basis,risk,eta_basis
1787765959263,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",95.63,view-counter,95.63,98.7,5.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765959789,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",96.00,view-counter,96.00,99.2,5.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765960315,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",96.29,view-counter,96.29,99.8,4.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765960846,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",96.64,view-counter,96.64,100.3,4.2,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765961374,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",97.01,view-counter,97.01,100.8,3.7,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765961901,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",97.36,view-counter,97.36,101.3,3.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765962428,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",97.68,view-counter,97.68,101.9,2.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765962955,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",98.07,view-counter,98.07,102.4,2.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765963482,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",98.39,view-counter,98.39,102.9,1.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765964017,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",98.74,view-counter,98.74,103.5,1.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765964550,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",99.10,view-counter,99.10,104.0,0.8,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765965083,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",99.46,view-counter,99.46,104.5,0.3,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
1787765965641,6219,(building oid=0),hnsw,phase+counters,pg_stat_activity.query_start,"building index: loading tuples",100.00,view-counter,100.00,105.1,0.0,"单阶段访问方法：百分比即阶段内视图计数，不需要跨阶段权重","⚠ 预测会降级落盘","已按降级修正（减速倍数 4.031，预测第 68275 行降级）"
